hhid,province,district,subdistrict,village,ea,pmt,community,hybrid,elite,poorest10,daymeeting,treated,rank,consumption,consumption_ae,food,nonfood,nonstaple,diversity,pcfloor,tfloor,twall,toilet,water,lighting,troof,fcook,house,credit,hhsize,hhsize2,hhsize_ae,hhage,hhage2,hhmale,hhmarried,hhmalemarr,hhsector1,hhsector2,hhsector3,formal,informal,hheduc2,hheduc3,hheduc4,age04,eschild,jschild,sschild,higheduc2,higheduc3,higheduc4,depratio,ac,computer,radio,tv,dvd,satellite,gas,refrigerator,bicycle,motorcycle,auto,hp,jewelry,chicken,cow
"010928",12,15,102,7,10,1,0,0,0,0,0,0,,540.0238,599.1939,89,.8351924,.5983146,10,25,1,0,1,1,1,0,0,1,0,2,4,1.802501,71,5041,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"010931",12,15,102,7,10,1,0,0,0,0,0,1,,328.9081,444.1702,42.42857,.8710018,.3737374,8,5.142857,1,0,1,0,1,0,1,1,0,7,49,5.183502,55,3025,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,.1666667,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
"010977",12,15,102,7,10,1,0,0,0,0,0,1,,206.746,248.7259,29.83333,.8557006,.4692737,8,16.66667,1,0,0,1,1,0,0,0,0,3,9,2.493661,34,1156,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"011055",12,15,102,31,11,0,0,1,0,1,0,0,1,672.0714,808.5357,64.65,.9038048,.6648621,11,8,1,0,1,1,1,0,1,0,0,3,9,2.493661,41,1681,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,.5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"011104",12,15,102,31,11,0,0,1,0,1,0,0,.9193549,468.6259,632.8503,47.52857,.8985788,.5371205,11,12.85714,1,0,1,1,1,0,1,1,0,7,49,5.183502,61,3721,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,.4,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"011159",12,15,102,31,11,0,0,1,0,1,0,0,.0322581,140.2167,182.8642,23.1,.835255,.6709957,9,8,1,0,0,0,1,0,1,1,0,5,25,3.8339,38,1444,1,1,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"011179",12,15,102,31,11,0,0,1,0,1,0,0,.516129,398.4155,490.507,38.5625,.9032103,.3841167,6,30,1,0,1,0,1,0,0,1,0,4,16,3.24901,73,5329,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.3333333,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"011216",12,15,102,31,11,0,0,1,0,1,0,0,.1290323,155.5811,219.0646,23.125,.8513637,.5135135,9,7.5,1,0,1,0,1,0,0,1,0,8,64,5.681653,41,1681,1,1,1,0,0,1,0,1,0,1,0,1,2,0,0,0,1,0,1.666667,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
"011450",12,15,102,31,11,0,0,1,0,1,0,1,.2741936,256.0691,338.0975,48.45,.8107932,.6615067,10,6,1,0,1,0,1,0,0,0,0,5,25,3.786912,32,1024,1,1,1,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"011484",12,15,102,31,11,0,0,1,0,1,0,1,.8064516,513.8036,642.1307,55.75,.8914955,.6143498,12,14,1,1,1,1,1,0,0,1,0,4,16,3.200617,54,2916,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,.3333333,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"011800",12,15,102,31,11,0,0,1,0,1,0,0,,438.5119,,,,.815625,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"011864",12,15,102,31,11,0,0,1,0,1,0,0,.7580645,342.7143,434.9036,50.625,.8522822,.7777778,8,9,1,1,0,0,1,0,1,0,0,4,16,3.152094,32,1024,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"012131",12,15,102,131,12,0,1,0,0,1,0,0,.9178082,369.5754,493.3343,36.33333,.901689,.5642202,8,9,1,1,1,1,1,0,0,1,0,6,36,4.494827,58,3364,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,.5,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"012243",12,15,102,131,12,0,1,0,0,1,0,1,.4109589,186.8661,237.1326,34.625,.8147069,.2129964,7,6.25,1,0,0,0,1,0,0,1,0,4,16,3.152094,28,784,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"012296",12,15,102,131,12,0,1,0,0,1,0,0,.9452055,1430.072,1586.764,65,.9545477,.6923077,7,21,1,1,1,1,1,0,1,1,0,2,4,1.802501,78,6084,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
"012315",12,15,102,131,12,0,1,0,0,1,0,1,.1232877,237.119,263.1001,47.9,.7979918,.3475992,7,12,1,0,0,0,1,0,0,1,0,2,4,1.802501,69,4761,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"012423",12,15,102,131,12,0,1,0,0,1,0,1,.0273973,247.627,333.9431,42.83333,.8270248,.4552529,8,8.333333,1,0,0,0,1,0,0,0,0,6,36,4.449147,43,1849,0,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"012561",12,15,102,131,12,0,1,0,0,1,0,1,.0547945,438.7953,558.6083,63,.856425,.5095238,8,4,1,0,0,0,1,0,0,1,0,5,25,3.927575,50,2500,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"012776",12,15,102,131,12,0,1,0,0,1,0,0,.9589041,631.5714,700.7723,35.25,.9441868,.5319149,7,15,1,0,1,1,1,0,0,1,0,2,4,1.802501,80,6400,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"012801",12,15,102,131,12,0,1,0,0,1,0,1,.1369863,246.8286,325.8969,34.4,.860632,.7383721,9,5.4,1,0,1,1,1,0,0,0,0,5,25,3.786912,30,900,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"012943",12,15,102,131,12,0,1,0,0,1,0,0,.6164383,263.6369,292.5234,36.5,.861552,.5547945,8,15,1,0,0,1,1,0,0,1,0,2,4,1.802501,69,4761,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"013097",12,15,102,120,13,0,0,1,1,0,0,0,.8043478,331.0045,413.6759,48.875,.8523434,.2915601,7,12,1,0,0,0,0,0,0,1,0,4,16,3.200617,56,3136,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"013098",12,15,102,120,13,0,0,1,1,0,0,0,.6086956,239.496,349.2213,22.6,.9056352,.4572271,8,6.111111,1,0,1,0,1,0,0,1,0,9,81,6.172202,56,3136,1,1,1,1,0,0,0,1,1,0,0,3,3,1,0,1,0,0,3.5,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0
"013289",12,15,102,120,13,0,0,1,1,0,0,0,.5652174,713.3381,941.8467,63.4,.9111221,.8138801,10,16,1,0,1,0,1,0,1,0,1,5,25,3.786912,33,1089,1,1,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,1,1.5,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
"013319",12,15,102,120,13,0,0,1,1,0,0,0,.7717391,202.0503,290.5616,25.63333,.8731339,.3172952,9,3.777778,1,0,0,0,1,0,0,1,0,9,81,6.258405,44,1936,1,1,1,1,0,0,0,1,1,0,0,1,3,0,0,0,0,1,1.25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"013360",12,15,102,120,13,0,0,1,1,0,0,1,.2608696,306.3055,404.7712,34.41667,.8876394,.4430993,8,11,1,0,1,0,1,0,0,1,0,6,36,4.540425,47,2209,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,.2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"013845",12,15,102,120,13,0,0,1,1,0,0,0,.6739131,240.7619,328.0593,40.08333,.8335146,.3451144,7,11,1,0,1,1,1,0,0,1,0,6,36,4.403385,37,1369,1,1,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"013888",12,15,102,120,13,0,0,1,1,0,0,0,.7826087,346.2415,475.7599,38.35714,.8892185,.4823091,8,4.285714,1,0,0,0,0,0,0,0,0,7,49,5.094356,41,1681,1,1,1,1,0,0,0,1,0,0,0,0,2,1,1,0,1,0,.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"013940",12,15,102,120,13,0,0,1,1,0,0,0,,1017.518,1129.007,98.5,.9031958,.819797,9,35,1,0,1,0,1,0,0,1,0,2,4,1.802501,73,5329,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"013996",12,15,102,120,13,0,0,1,1,0,0,1,.5108696,609.85,733.6802,60.66667,.900522,.7472528,8,24,1,0,1,0,1,0,0,1,0,3,9,2.493661,59,3481,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"014127",12,15,102,141,14,1,0,0,0,0,0,0,,251.1214,327.5013,38.5,.8466877,.6545454,10,14.4,1,0,1,1,1,0,0,1,0,5,25,3.8339,47,2209,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1.5,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"014138",12,15,102,141,14,1,0,0,0,0,0,0,,197.8869,291.449,26,.8686118,.3199301,7,4.090909,1,0,1,0,1,0,0,1,0,11,121,7.468737,71,5041,1,1,1,1,0,0,0,1,1,0,0,1,2,1,0,0,1,0,4.5,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
"014260",12,15,102,141,14,1,0,0,0,0,0,1,,345.9184,467.1414,53.18571,.8462478,.44722,9,9,1,0,0,0,1,0,0,1,0,7,49,5.183502,44,1936,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"014263",12,15,102,141,14,1,0,0,0,0,0,0,,477.5198,624.7612,45.75,.9041924,.3078324,7,13,1,0,1,1,1,0,0,1,0,6,36,4.585942,87,7569,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,.2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"014327",12,15,102,141,14,1,0,0,0,0,0,1,,243.6969,,,,.5441595,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"014496",12,15,102,141,14,1,0,0,0,0,0,0,,715.746,861.0784,69.79166,.902491,.7349254,10,15,1,0,1,1,1,0,0,1,0,3,9,2.493661,28,784,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"014555",12,15,102,141,14,1,0,0,0,0,0,1,,260.2897,354.6676,37.33333,.8565701,.7723214,10,10,1,0,1,1,1,0,0,0,0,6,36,4.403385,42,1764,1,1,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"014913",12,15,102,141,14,1,0,0,0,0,0,1,,398.3095,525.9028,32.05,.9195349,.6349454,9,25,1,0,1,0,1,0,1,0,0,5,25,3.786912,47,2209,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1.5,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"014997",12,15,102,141,14,1,0,0,0,0,0,0,,1045.022,1159.524,126.5,.8789499,.701581,10,31.5,1,0,0,1,1,0,1,1,0,2,4,1.802501,66,4356,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"015041",12,15,102,63,15,1,0,0,0,0,0,0,,722.6012,801.7762,116.525,.8387423,.7961811,9,120,1,1,1,0,1,0,0,1,0,2,4,1.802501,71,5041,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"015111",12,15,102,63,15,1,0,0,0,0,0,0,,623.8334,623.8334,82.25,.8681539,.8662614,8,84,1,0,1,1,1,0,0,1,0,1,1,1,72,5184,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"015192",12,15,102,63,15,1,0,0,0,0,0,1,,197.9464,,,,.4738292,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"015495",12,15,102,63,15,1,0,0,0,0,0,0,,310.1964,310.1964,45.4,.8536412,.3722467,7,60,1,0,0,1,1,0,0,1,0,1,1,1,77,5929,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"015572",12,15,102,63,15,1,0,0,0,0,0,1,,446.0973,607.8469,46.29167,.8962296,.5463547,9,5,1,0,0,1,0,0,0,0,0,6,36,4.403385,49,2401,1,1,1,1,0,0,0,1,1,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"015612",12,15,102,63,15,1,0,0,0,0,0,1,,298.0323,416.8339,37.46429,.8742946,.3879886,7,13,1,1,1,1,1,0,0,0,0,7,49,5.004934,37,1369,1,1,1,1,0,0,0,1,1,0,0,1,2,1,0,1,0,0,2.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"015718",12,15,102,63,15,1,0,0,0,0,0,0,,837.744,1063.095,124.375,.8515358,.8974875,12,30,1,1,1,1,1,0,1,1,0,4,16,3.152094,31,961,1,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"015819",12,15,102,63,15,1,0,0,0,0,0,1,,283.2262,359.4134,31.9625,.8871485,.6061791,9,25,1,0,1,0,0,0,0,1,0,4,16,3.152094,37,1369,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"015998",12,15,102,63,15,1,0,0,0,0,0,0,,615.3929,757.6375,49.25,.9199698,.2563452,8,24,1,1,1,1,1,0,0,1,0,4,16,3.24901,63,3969,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
"016076",12,15,102,98,16,1,0,0,0,0,0,0,,403.3504,544.6998,41.71429,.8965805,.6917808,10,10,1,0,1,1,1,0,1,1,0,7,49,5.183502,78,6084,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,.4,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"016124",12,15,102,98,16,1,0,0,0,0,0,1,,260.4544,354.8921,39.5625,.848102,.5450237,8,8.333333,1,0,0,0,0,0,0,1,0,6,36,4.403385,36,1296,1,1,1,1,0,0,0,1,0,1,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"016253",12,15,102,98,16,1,0,0,0,0,0,1,,495.8968,596.5888,40.25,.9188339,.4782609,6,14,1,0,1,1,1,0,0,1,0,3,9,2.493661,72,5184,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"016295",12,15,102,98,16,1,0,0,0,0,0,0,,797.75,885.1591,66.4,.9167659,.6611446,7,15,1,0,0,0,1,0,1,1,0,2,4,1.802501,58,3364,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"016388",12,15,102,98,16,1,0,0,0,0,0,0,,340.8244,432.5053,53.75,.8422942,.5348837,8,12,0,0,0,0,0,0,0,1,1,4,16,3.152094,30,900,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"016419",12,15,102,98,16,1,0,0,0,0,0,1,,261.301,365.4608,29.42857,.8873767,.5388349,10,5,1,0,0,0,1,0,0,1,0,7,49,5.004934,42,1764,1,1,1,1,0,0,0,1,0,0,0,2,3,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"016542",12,15,102,98,16,1,0,0,0,0,0,1,,238.8452,307.8458,40,.8325275,.39375,7,11.25,1,0,0,0,1,0,0,0,0,4,16,3.10344,40,1600,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"016763",12,15,102,98,16,1,0,0,0,0,0,1,,257.6893,340.2368,39.7,.8459385,.279597,8,11,1,0,0,0,1,0,0,1,0,5,25,3.786912,46,2116,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"016897",12,15,102,98,16,1,0,0,0,0,0,1,,390.6905,532.3503,49.83333,.872448,.6822742,10,10,1,0,0,1,1,0,0,1,0,6,36,4.403385,75,5625,1,1,1,1,0,0,0,1,1,0,0,0,3,0,0,1,0,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"017113",12,15,102,44,17,0,1,0,0,0,1,1,.037037,1487.345,,,,.6472148,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"017248",12,15,102,44,17,0,1,0,0,0,1,0,.9481481,242.5524,320.2509,40.9,.8313766,.5158924,9,15.4,1,0,1,1,1,0,0,0,0,5,25,3.786912,34,1156,1,1,1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"017408",12,15,102,44,17,0,1,0,0,0,1,1,.4814815,368.3393,408.698,64.25,.8255684,.2957198,7,18,0,0,0,1,1,0,0,1,0,2,4,1.802501,58,3364,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"017488",12,15,102,44,17,0,1,0,0,0,1,1,.5925926,837.2856,987.2834,59,.9295342,.3446328,7,20,1,0,0,1,1,0,0,1,0,3,9,2.544211,59,3481,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"017666",12,15,102,44,17,0,1,0,0,0,1,1,.4592593,474.7063,571.0956,63.33333,.8665842,.4263158,8,16.66667,1,0,1,1,1,0,0,0,0,3,9,2.493661,28,784,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"017709",12,15,102,44,17,0,1,0,0,0,1,0,.8592592,277.0646,380.7061,31.64286,.8857925,.3521445,9,7.142857,1,0,0,1,1,0,0,0,1,7,49,5.094356,41,1681,1,1,1,0,0,1,0,1,0,1,0,1,0,2,1,0,1,0,.75,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"017718",12,15,102,44,17,0,1,0,0,0,1,1,.2148148,298.1508,406.2567,43.5,.8541006,.605364,10,20,1,0,1,1,1,0,1,1,0,6,36,4.403385,31,961,1,1,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
"017732",12,15,102,44,17,0,1,0,0,0,1,1,.6666667,164.6548,219.7923,25.33333,.8461427,.3618421,7,4.166667,1,0,1,1,1,0,0,1,0,6,36,4.494827,45,2025,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"017834",12,15,102,44,17,0,1,0,0,0,1,1,.7481481,282.5524,373.0644,37.4,.8676351,.3850267,8,4,1,0,0,1,1,0,0,0,0,5,25,3.786912,37,1369,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"018071",12,15,102,48,18,0,0,1,0,0,1,0,.2477064,175.6131,219.4741,31.975,.8179236,.539484,7,12,1,0,1,0,1,0,0,0,0,4,16,3.200617,65,4225,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"018094",12,15,102,48,18,0,0,1,0,0,1,0,.6972477,424.6349,578.6025,40.33333,.9050164,.7117769,10,66.66666,1,0,1,0,1,0,1,1,0,6,36,4.403385,30,900,1,1,1,0,0,1,1,0,0,0,1,3,1,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"018222",12,15,102,48,18,0,0,1,0,0,1,1,.1559633,180.9881,238.9653,26.64,.852808,.4954955,7,9.6,1,0,0,0,1,0,0,0,0,5,25,3.786912,47,2209,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"018381",12,15,102,48,18,0,0,1,0,0,1,1,.5871559,295.5089,369.315,49.25,.8333384,.5126904,10,12,1,0,0,0,1,0,0,0,0,4,16,3.200617,31,961,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
"018389",12,15,102,48,18,0,0,1,0,0,1,0,.3577982,231.6953,302.1665,39.3,.8303806,.5419847,9,8,1,0,0,0,1,0,0,1,0,5,25,3.8339,46,2116,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,.6666667,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"018431",12,15,102,48,18,0,0,1,0,0,1,1,.0917431,261.3333,336.8306,35.875,.8627232,.4912892,7,3.75,1,1,0,0,0,0,0,0,0,4,16,3.10344,32,1024,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"018638",12,15,102,48,18,0,0,1,0,0,1,0,1,5968.349,7180.224,153.6667,.9742531,.8199566,12,60,1,1,1,1,1,1,1,1,0,3,9,2.493661,31,961,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,.5,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
"018929",12,15,102,48,18,0,0,1,0,0,1,1,.293578,134.931,178.3062,18.08333,.8659809,.3364055,7,5.833333,1,0,1,0,1,0,0,1,0,6,36,4.540425,56,3136,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,.2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"018975",12,15,102,48,18,0,0,1,0,0,1,0,.853211,403.8234,550.2451,58.66667,.854722,.6860796,11,12,1,0,1,0,1,0,0,1,0,6,36,4.403385,74,5476,1,1,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"019043",12,15,102,56,19,0,1,0,1,0,1,1,.3037975,143.6939,200.9731,22,.8468968,.3961039,6,8.571428,1,0,0,1,1,0,0,0,0,7,49,5.004934,42,1764,1,1,1,1,0,0,0,1,0,0,1,3,2,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"019157",12,15,102,56,19,0,1,0,1,0,1,1,.6708861,513.7762,678.3577,69.1,.8655056,.8654125,11,19.2,1,1,1,1,1,0,1,1,0,5,25,3.786912,36,1296,1,1,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,1,1.5,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
"019318",12,15,102,56,19,0,1,0,1,0,1,0,.9113924,375.7536,529.0764,32.0625,.9146715,.508772,10,12.25,1,0,1,1,1,0,0,1,0,8,64,5.681653,56,3136,1,1,1,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1
"019391",12,15,102,56,19,0,1,0,1,0,1,1,.6962025,243.4119,317.4468,36.6,.8496376,.4972678,8,9.6,1,0,1,1,1,0,0,0,0,5,25,3.8339,30,900,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"019406",12,15,102,56,19,0,1,0,1,0,1,0,1,894.1854,1228.673,78.57143,.9121307,.8145455,11,16,1,1,1,1,1,0,0,1,0,7,49,5.094356,45,2025,1,1,1,0,0,1,1,0,0,0,1,0,2,1,1,0,0,1,.75,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1
"019570",12,15,102,56,19,0,1,0,1,0,1,1,.7848101,179.5119,250.8282,18.875,.8948538,.3907285,6,8.25,1,0,1,0,1,0,0,1,1,8,64,5.725413,53,2809,1,1,1,1,0,0,0,1,1,0,0,0,2,1,1,0,0,1,.6,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"019778",12,15,102,56,19,0,1,0,1,0,1,1,.4556962,254.8667,,,,.5121951,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019831",12,15,102,56,19,0,1,0,1,0,1,1,.1012658,259.9365,343.4963,32.23333,.8759953,.6670114,8,7,1,0,0,1,0,0,0,1,0,6,36,4.540425,57,3249,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"019884",12,15,102,56,19,0,1,0,1,0,1,1,.0253165,213.8884,305.8852,29.81875,.8605874,.3909034,9,2.5,1,0,0,1,1,0,0,1,0,8,64,5.593953,56,3136,0,0,0,1,0,0,0,1,1,0,0,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"020092",12,15,102,135,20,0,1,0,1,1,0,0,.8921568,313.9603,427.7986,40.5,.8710028,.6296296,10,9,1,0,1,0,1,0,0,1,0,6,36,4.403385,73,5329,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,5,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0
"020272",12,15,102,135,20,0,1,0,1,1,0,0,.8627451,487.9233,701.6659,50.61111,.8962724,.582876,10,15.55556,1,0,1,0,1,0,0,1,0,9,81,6.258405,72,5184,1,1,1,1,0,0,0,1,0,1,0,3,2,0,0,0,0,1,3.5,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"020426",12,15,102,135,20,0,1,0,1,1,0,1,.0294118,302.6533,384.0663,41.75,.8620534,.7155688,10,7.5,1,0,0,0,0,0,0,1,0,4,16,3.152094,49,2401,1,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
