hhid,province,district,subdistrict,village,ea,pmt,community,hybrid,elite,poorest10,daymeeting,treated,rank,consumption,consumption_ae,food,nonfood,nonstaple,diversity,pcfloor,tfloor,twall,toilet,water,lighting,troof,fcook,house,credit,hhsize,hhsize2,hhsize_ae,hhage,hhage2,hhmale,hhmarried,hhmalemarr,hhsector1,hhsector2,hhsector3,formal,informal,hheduc2,hheduc3,hheduc4,age04,eschild,jschild,sschild,higheduc2,higheduc3,higheduc4,depratio,ac,computer,radio,tv,dvd,satellite,gas,refrigerator,bicycle,motorcycle,auto,hp,jewelry,chicken,cow
"062085",12,18,148,55,62,0,1,0,0,0,1,0,.4565217,376.1667,463.1155,52.25,.8610988,.6698565,10,11.25,1,1,0,1,1,0,0,0,0,4,16,3.24901,52,2704,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
"062162",12,18,148,55,62,0,1,0,0,0,1,0,.7608696,309.4468,421.6486,49.49166,.8400641,.7592188,11,10.66667,1,1,1,1,1,0,0,0,0,6,36,4.403385,40,1600,1,1,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"062178",12,18,148,55,62,0,1,0,0,0,1,1,.0217391,122.5417,166.9738,21.375,.8255695,.6764132,9,2.5,0,1,0,1,0,0,0,0,0,6,36,4.403385,43,1849,1,1,1,1,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
"062591",12,18,148,55,62,0,1,0,0,0,1,0,.8043478,909.6905,,,,.7457944,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"062681",12,18,148,55,62,0,1,0,0,0,1,1,.1956522,282.644,373.1854,40.8,.8556488,.7156863,12,10,1,0,0,1,1,0,1,1,0,5,25,3.786912,34,1156,1,1,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,1,1.5,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"062758",12,18,148,55,62,0,1,0,0,0,1,0,.9130435,416.6581,536.8216,29.86,.9283345,.6115204,10,12.6,1,0,1,1,1,0,0,1,1,5,25,3.880788,53,2809,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,.25,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0
"062772",12,18,148,55,62,0,1,0,0,0,1,0,.8260869,1060.488,1176.685,109.275,.8969578,.8947609,12,45,1,1,1,1,1,0,1,0,0,2,4,1.802501,49,2401,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
"062863",12,18,148,55,62,0,1,0,0,0,1,0,.9782609,1043.194,1303.741,105.475,.8988922,.886229,12,17.5,1,0,1,1,1,0,1,0,0,4,16,3.200617,45,2025,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,.3333333,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"063348",12,18,148,19,63,1,0,0,0,0,0,0,,160.4708,203.6371,25.55,.840781,.4129159,8,8.75,1,0,0,1,1,0,0,0,0,4,16,3.152094,35,1225,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"063429",12,18,148,19,63,1,0,0,0,0,0,0,,392.622,435.6414,43.25,.8898432,.3526012,6,20,1,0,0,1,1,0,0,1,0,2,4,1.802501,62,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"063477",12,18,148,19,63,1,0,0,0,0,0,0,,505.3929,560.7685,30.25,.9401456,.6818182,8,27.5,1,0,0,0,1,0,0,1,0,2,4,1.802501,26,676,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"063492",12,18,148,19,63,1,0,0,0,0,0,0,,196.6857,249.5937,26.6125,.8646953,.3893847,8,8.25,1,0,0,1,1,0,0,0,0,4,16,3.152094,33,1089,1,1,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
"063821",12,18,148,19,63,1,0,0,0,0,0,0,,608.0953,811.7269,44.66667,.9265466,.619403,9,10.83333,1,0,0,1,1,0,0,1,0,6,36,4.494827,50,2500,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,.5,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"063845",12,18,148,19,63,1,0,0,0,0,0,0,,588.0089,746.1819,33.875,.9423903,.6457565,9,13.5,1,1,1,1,1,0,1,1,0,4,16,3.152094,39,1521,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
"063857",12,18,148,19,63,1,0,0,0,0,0,0,,616.5834,684.1421,68,.8897148,.6102941,10,27.5,1,0,1,1,1,0,0,1,0,2,4,1.802501,81,6561,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"063883",12,18,148,19,63,1,0,0,0,0,0,0,,193.5196,241.853,28.85625,.8508872,.4715183,8,14,1,1,0,1,1,0,0,1,0,4,16,3.200617,55,3025,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.3333333,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0
"063938",12,18,148,19,63,1,0,0,0,0,0,0,,260.3555,313.2208,27.06667,.8960396,.3103448,6,10,1,0,1,0,1,0,0,1,0,3,9,2.493661,30,900,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"064078",12,18,148,140,64,1,0,0,0,0,0,0,,683.2874,,,,.9154357,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"064121",12,18,148,140,64,1,0,0,0,0,0,1,,1020.754,1348.888,41.68333,.9591641,.5841663,10,18.66667,1,1,1,1,1,0,0,1,0,6,36,4.540425,51,2601,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,.2,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
"064223",12,18,148,140,64,1,0,0,0,0,0,1,,473.6851,601.1052,38.95,.9177724,.6129653,10,6,1,0,1,1,1,0,0,1,0,4,16,3.152094,40,1600,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
"064447",12,18,148,140,64,1,0,0,0,0,0,0,,595.0947,757.5854,56.025,.9058553,.6787149,9,20,1,0,1,1,1,0,1,1,0,5,25,3.927575,44,1936,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,.25,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"064508",12,18,148,140,64,1,0,0,0,0,0,1,,381.0048,490.8859,29.58,.9223632,.5233266,9,9.6,1,0,1,1,1,0,0,1,0,5,25,3.880788,52,2704,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,.25,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
"064623",12,18,148,140,64,1,0,0,0,0,0,0,,289.2857,377.2734,34.59,.8804296,.5836947,9,16,1,0,1,1,1,0,1,1,0,5,25,3.8339,29,841,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,.6666667,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1
"064769",12,18,148,140,64,1,0,0,0,0,0,1,,244.7738,244.7738,36.25,.8519041,.1931034,4,32,0,0,0,1,1,0,1,1,0,1,1,1,60,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"064834",12,18,148,140,64,1,0,0,0,0,0,1,,269.7,347.481,30.1,.8883945,.4584718,8,12,1,0,1,1,1,0,0,1,0,5,25,3.880788,48,2304,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.25,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"064995",12,18,148,140,64,1,0,0,0,0,0,0,,570.7,,,,.6997579,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"065014",12,18,148,18,65,0,1,0,1,0,0,0,.6027398,561.5071,712.5512,80.875,.855968,.6816074,9,12.5,1,1,1,1,1,0,0,1,0,4,16,3.152094,34,1156,1,1,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"065088",12,18,148,18,65,0,1,0,1,0,0,0,.9726027,675.4575,928.1257,46.5,.9311578,.8064516,9,23.14286,1,1,1,1,1,0,1,1,0,7,49,5.094356,43,1849,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,.75,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
"065102",12,18,148,18,65,0,1,0,1,0,0,0,.9452055,617.4106,,,,.5052631,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"065429",12,18,148,18,65,0,1,0,1,0,0,0,.4520548,283.6885,386.5506,26.08333,.9080564,.6932907,7,25,1,1,1,1,1,0,1,1,0,6,36,4.403385,45,2025,1,1,1,0,0,1,0,1,0,0,1,1,2,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"065439",12,18,148,18,65,0,1,0,1,0,0,0,.3013699,207.5136,287.6609,18.71428,.9098166,.6793893,8,9.285714,1,1,1,1,1,0,1,1,0,7,49,5.04968,43,1849,1,1,1,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"065632",12,18,148,18,65,0,1,0,1,0,0,0,.7123288,841.994,1068.488,108.75,.8708423,.862069,10,25,1,1,1,1,1,0,1,1,0,4,16,3.152094,59,3481,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"065648",12,18,148,18,65,0,1,0,1,0,0,0,.3424658,406.2908,567.7016,39.10938,.9037404,.6580104,10,10.5,1,1,1,1,1,0,0,1,0,8,64,5.725413,53,2809,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,.6,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
"065886",12,18,148,18,65,0,1,0,1,0,0,1,.2739726,398.919,513.9666,51.75,.8702744,.6599034,10,20,0,0,1,1,1,0,0,1,0,5,25,3.880788,73,5329,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,.6666667,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"065992",12,18,148,18,65,0,1,0,1,0,0,0,.369863,489.6151,,,,.9180328,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"066063",12,18,148,7,66,0,1,0,0,1,1,0,.6666667,307.1378,425.7625,25,.9186033,.4657143,8,8.571428,0,0,1,1,1,0,0,0,0,7,49,5.04968,45,2025,1,1,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1.333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"066226",12,18,148,7,66,0,1,0,0,1,1,0,.9047619,1683.424,2168.92,35.7,.9787932,.6638656,8,22.4,1,1,1,1,1,0,0,1,0,5,25,3.880788,44,1936,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,.25,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"066239",12,18,148,7,66,0,1,0,0,1,1,0,.5714286,353.0655,461.9319,24.76667,.9298525,.3398385,8,5.833333,1,0,1,1,1,0,0,0,0,6,36,4.585942,56,3136,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"066304",12,18,148,7,66,0,1,0,0,1,1,0,.8095238,747.1846,829.0532,31.75,.9575071,.4330709,6,200,1,0,1,1,1,0,0,1,0,2,4,1.802501,55,3025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"066310",12,18,148,7,66,0,1,0,0,1,1,1,.2380952,347.9081,469.8285,25.21428,.9275261,.4730878,8,7.714286,1,0,1,1,1,0,0,1,0,7,49,5.183502,25,625,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.1666667,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0
"066391",12,18,148,7,66,0,1,0,0,1,1,0,.4285714,788.619,875.0276,47.875,.9392926,.5561358,9,17.5,1,0,1,1,1,0,0,1,0,2,4,1.802501,34,1156,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"066516",12,18,148,7,66,0,1,0,0,1,1,0,.5238096,425.1633,574.1569,28.8,.9322613,.5505952,9,6,1,0,1,1,1,0,0,0,0,7,49,5.183502,52,2704,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,.1666667,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
"066653",12,18,148,7,66,0,1,0,0,1,1,1,.2857143,260.2738,313.1225,30.06667,.8844806,.4501109,7,10.33333,1,0,1,1,0,0,0,0,0,3,9,2.493661,24,576,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"066940",12,18,148,7,66,0,1,0,0,1,1,0,1,271.2333,326.3073,38.5,.8580558,.7402598,7,66.66666,1,0,1,1,1,0,0,1,0,3,9,2.493661,68,4624,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"067005",12,18,148,31,67,0,0,1,0,1,1,0,.75,670.3304,825.2735,63.45,.9053452,.6296296,9,5,1,0,0,0,0,0,0,1,0,4,16,3.24901,48,2304,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"067318",12,18,148,31,67,0,0,1,0,1,1,0,1,285.6365,385.2017,26.9,.9058244,.5786865,9,66.66666,1,0,0,1,0,0,0,1,0,6,36,4.449147,45,2025,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"067500",12,18,148,31,67,0,0,1,0,1,1,0,.5833333,991.7381,991.7381,70.6,.9288118,.2634561,6,36,1,0,0,0,0,0,0,1,0,1,1,1,63,3969,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"067539",12,18,148,31,67,0,0,1,0,1,1,0,.8333333,307.3571,405.815,33.54,.8908761,.3738819,8,10.8,1,0,0,0,0,0,0,1,1,5,25,3.786912,35,1225,1,1,1,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1.5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"067858",12,18,148,31,67,0,0,1,0,1,1,0,.5,117.0442,159.4309,14.03571,.880082,.6590331,8,13.71429,1,0,0,1,0,0,0,1,0,7,49,5.138963,38,1444,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.75,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
"067898",12,18,148,31,67,0,0,1,0,1,1,0,.6666667,194.028,246.221,21.025,.8916394,.5766944,7,16.5,0,0,0,1,0,0,0,0,0,4,16,3.152094,43,1849,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"067915",12,18,148,31,67,0,0,1,0,1,1,0,.9166667,401.3095,541.1952,28.5,.9289825,.4561403,9,5.833333,1,0,1,0,0,0,0,1,0,6,36,4.449147,50,2500,1,1,1,1,0,0,0,1,0,0,1,0,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1
"067929",12,18,148,31,67,0,0,1,0,1,1,1,.1666667,293.8512,,,,.5522388,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"068312",12,18,148,131,68,0,1,0,0,0,0,0,.6804124,344.2976,449.0175,35.68,.8963687,.5683857,9,16,1,0,1,1,1,0,0,0,0,5,25,3.8339,52,2704,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,.6666667,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"068408",12,18,148,131,68,0,1,0,0,0,0,0,.3608247,197.5119,266.3593,21.95,.8888674,.6317388,9,8,1,0,1,1,1,0,0,1,0,6,36,4.449147,32,1024,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"068584",12,18,148,131,68,0,1,0,0,0,0,0,.5051546,224.5457,289.3043,25.36,.8870608,.5386435,9,14,1,1,1,1,1,0,0,0,0,5,25,3.880788,46,2116,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,.25,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
"068596",12,18,148,131,68,0,1,0,0,0,0,1,.1752577,204.4021,292.3186,28.9625,.8583062,.6094087,10,6.75,1,0,1,1,0,0,0,1,0,8,64,5.593953,46,2116,1,1,1,1,0,0,0,1,0,0,0,2,3,1,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"068653",12,18,148,131,68,0,1,0,0,0,0,0,.9587629,508.1467,654.6953,38.36,.92451,.7862357,9,16.8,1,0,1,1,1,0,1,0,0,5,25,3.880788,45,2025,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,.25,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
"068739",12,18,148,131,68,0,1,0,0,0,0,1,.3298969,477.3968,574.3324,47.66667,.9001529,.7902098,8,24,1,0,1,1,1,0,0,1,0,3,9,2.493661,50,2500,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"068811",12,18,148,131,68,0,1,0,0,0,0,0,.7010309,408.2166,538.9836,36.155,.9114318,.7466464,9,6.4,1,0,1,1,1,0,1,0,0,5,25,3.786912,34,1156,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1.5,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"068929",12,18,148,131,68,0,1,0,0,0,0,1,.1134021,152.8472,206.1257,19.55,.8720945,.5737426,6,6.666667,1,0,1,1,1,0,0,1,0,6,36,4.449147,43,1849,1,1,1,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
"068976",12,18,148,131,68,0,1,0,0,0,0,0,.371134,314.485,400.3552,35.56,.8869262,.6906637,9,9.8,1,1,1,1,1,0,0,0,0,5,25,3.927575,45,2025,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.25,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"069036",12,18,148,141,69,0,0,1,1,0,1,1,.2857143,187.4395,255.4028,19.45833,.8961887,.4860814,6,9,1,0,0,1,1,0,0,0,0,6,36,4.403385,42,1764,1,1,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"069059",12,18,148,141,69,0,0,1,1,0,1,0,.8285714,1000.144,1320.527,98.3,.9017141,.8118006,11,18.8,1,0,0,1,1,0,0,0,0,5,25,3.786912,43,1849,1,1,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,1.5,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"069070",12,18,148,141,69,0,0,1,1,0,1,0,.7142857,267.9841,361.3962,29.66667,.8892969,.6629214,10,13.83333,1,0,1,1,1,0,1,1,0,6,36,4.449147,47,2209,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
"069163",12,18,148,141,69,0,0,1,1,0,1,0,.2571429,382.9714,493.4197,41.9,.8905923,.4916468,9,20.8,1,0,1,1,1,0,0,1,0,5,25,3.880788,66,4356,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.6666667,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"069310",12,18,148,141,69,0,0,1,1,0,1,0,.0285714,101.3095,101.3095,11.8,.8835253,.4067796,4,9,0,0,0,1,0,0,0,0,0,1,1,1,68,4624,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"069433",12,18,148,141,69,0,0,1,1,0,1,0,.8857143,884.6929,1089.185,66.925,.9243523,.6862159,8,7,1,0,1,1,1,0,0,1,0,4,16,3.24901,51,2601,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"069458",12,18,148,141,69,0,0,1,1,0,1,0,.5714286,210.0891,273.9886,27.25,.8702931,.559633,8,7,1,0,1,1,1,0,0,0,0,5,25,3.8339,28,784,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,.6666667,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"069596",12,18,148,141,69,0,0,1,1,0,1,1,.0857143,322.75,426.1388,29.085,.9098838,.566787,10,8.4,1,0,0,1,0,0,0,1,0,5,25,3.786912,34,1156,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"069770",12,18,148,141,69,0,0,1,1,0,1,0,.4,651.4246,799.971,70.41666,.8919036,.687574,9,18,1,0,1,1,1,0,1,1,0,3,9,2.442931,48,2304,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"070044",12,18,148,63,70,0,0,1,0,0,0,0,.9350649,331.4881,390.8734,36.18333,.8908458,.6038692,10,21.33333,1,0,1,1,1,0,0,1,0,3,9,2.544211,56,3136,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1
"070061",12,18,148,63,70,0,0,1,0,0,0,0,.8571429,431.4333,555.8579,28.24,.9345438,.5042493,6,18,1,0,1,1,1,0,0,1,0,5,25,3.880788,54,2916,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,.25,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0
"070072",12,18,148,63,70,0,0,1,0,0,0,0,.4415585,268.5754,365.9577,28.78333,.8928296,.4892878,8,11,1,0,1,1,1,0,1,1,0,6,36,4.403385,42,1764,1,1,1,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
"070291",12,18,148,63,70,0,0,1,0,0,0,0,.7402598,306.3591,413.1477,27.50833,.9102089,.5228719,10,10,1,0,1,1,1,0,1,1,0,6,36,4.449147,49,2401,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
"070317",12,18,148,63,70,0,0,1,0,0,0,1,.1428571,226.5893,305.5722,23.5,.8962882,.6099291,8,10.66667,1,1,1,1,1,0,0,0,0,6,36,4.449147,35,1225,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
"070387",12,18,148,63,70,0,0,1,0,0,0,1,.1558442,299.5074,418.4955,26.1875,.9125648,.398568,9,5.25,1,0,1,1,1,0,0,1,0,8,64,5.725413,58,3364,1,1,1,1,0,0,0,1,1,0,0,0,2,2,1,0,0,1,.6,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
"070615",12,18,148,63,70,0,0,1,0,0,0,0,.6818182,556.6071,617.5942,42.45,.9237344,.6466431,7,34,1,0,1,1,1,0,0,1,1,2,4,1.802501,60,3600,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
"070627",12,18,148,63,70,0,0,1,0,0,0,0,.3896104,635.2936,764.2902,53.33333,.9160493,.7890625,11,18,1,0,0,1,1,0,1,1,0,3,9,2.493661,61,3721,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,.5,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1
"070679",12,18,148,63,70,0,0,1,0,0,0,1,.2727273,209.4256,265.7606,27.99375,.8663308,.5856218,9,10.5,1,0,1,1,1,0,0,1,1,4,16,3.152094,36,1296,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"071086",12,18,148,98,71,0,1,0,1,1,0,0,.7931035,467.1151,550.7977,52.025,.8886248,.7637354,10,18,1,1,1,1,1,0,1,0,0,3,9,2.544211,54,2916,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"071300",12,18,148,98,71,0,1,0,1,1,0,1,.0689655,333.9921,401.8092,34.46667,.8968039,.6963249,9,10,1,0,0,1,0,0,0,0,0,3,9,2.493661,26,676,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"071317",12,18,148,98,71,0,1,0,1,1,0,0,.9137931,500.375,644.6823,42.96,.9141444,.8463687,11,14.4,1,1,1,1,1,0,1,0,0,5,25,3.880788,42,1764,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,.25,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"071489",12,18,148,98,71,0,1,0,1,1,0,0,,419.6826,504.8992,29.41667,.9299073,.5580736,8,5.333333,1,1,1,1,1,0,1,0,0,3,9,2.493661,34,1156,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"071713",12,18,148,98,71,0,1,0,1,1,0,0,.7241379,527.5476,622.0565,40.51667,.9231981,.6791444,9,18,1,1,1,1,1,0,1,0,0,3,9,2.544211,48,2304,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0
"071719",12,18,148,98,71,0,1,0,1,1,0,1,.0517241,288.3953,319.9946,32.475,.8873941,.7813703,8,8,1,0,0,1,0,0,0,0,0,2,4,1.802501,26,676,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"071883",12,18,148,98,71,0,1,0,1,1,0,0,.4827586,751.1375,938.741,74.34375,.9010251,.7238336,11,15.75,1,1,1,1,1,0,1,0,0,4,16,3.200617,48,2304,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,.3333333,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
"071945",12,18,148,98,71,0,1,0,1,1,0,0,.5,699.6826,841.7533,48.64167,.9304804,.8209697,9,23.33333,1,1,1,1,1,0,1,0,0,3,9,2.493661,26,676,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,.5,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
